id,date_posted,complex_id,complex_name,developer,complex_class,district,okrug,lat,lon,total_area,rooms,floor,total_floors,completion_year,ready_status,metro_station,metro_line,metro_distance_min,to_center_km,price_rub,price_per_sqm,deal_type,subsidized_mortgage,mortgage_rate_at_listing,listing_year,listing_month,listing_quarter,price_mln,is_first_floor,is_last_floor,floor_ratio,subsidized_mortgage_int,distance_to_center_group,rooms_group,sale_price_group,market_type
N000084,2022-03-29,NB0013,Polar Residence,GK A101,comfort,Yaroslavsky,SVAO,55.88997,37.70237,35.7,1,17,25,2026,under_construction,Chistye Prudy,Sokolnicheskaya,173,15.97,6370000,178400,FZ214,True,22.5,2022,3,1,6.37,False,False,0.68,1,15-25 km,1 room,<7 mln RUB,New Builds
N000085,2021-07-18,NB0094,Sheremetyevsky Residence,LSR,comfort,Altufyevsky,SVAO,55.89769,37.55786,40.9,1,16,35,2027,under_construction,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,325,16.46,6445000,157600,FZ214,True,11.0,2021,7,3,6.445,False,False,0.45714285714285713,1,15-25 km,1 room,<7 mln RUB,New Builds
N000086,2022-06-23,NB0100,Triumph Palace Residence,GK Granel,business,Orekhovo-Borisovo Yuzhnoye,YuAO,55.61289,37.72751,66.4,2,29,30,2027,under_construction,Leninsky Prospekt,Kaluzhsko-Rizhskaya,167,17.05,16037000,241500,DDU,True,12.0,2022,6,2,16.037,False,False,0.9666666666666667,1,15-25 km,2 rooms,15-25 mln RUB,New Builds
N000087,2026-01-23,NB0134,Sheremetyevsky Residence,LSR,comfort,Vostochnoye Izmaylovo,VAO,55.80379,37.80923,29.8,1,16,22,2026,completed,Shchyolkovskaya,Arbatsko-Pokrovskaya,12,13.02,8809000,295600,installment,False,19.5,2026,1,1,8.809,False,False,0.7272727272727273,0,10-15 km,1 room,7-10 mln RUB,New Builds
N000088,2021-09-21,NB0123,Severny Residence,DONSTROY,comfort,Severnoye Butovo,YuZAO,55.5804,37.60987,81.1,3,14,22,2026,under_construction,Aleksandrovsky Sad,Filyovskaya,235,19.3,15801000,194800,DDU,True,11.0,2021,9,3,15.801,False,False,0.6363636363636364,1,15-25 km,3 rooms,15-25 mln RUB,New Builds
N000089,2025-12-03,NB0020,Headliner Residence,FSK,comfort,Zyablikovo,YuAO,55.61787,37.71588,48.3,2,19,30,2026,under_construction,Shabolovskaya,Kaluzhsko-Rizhskaya,162,16.26,9382000,194200,FZ214,False,19.5,2025,12,4,9.382,False,False,0.6333333333333333,0,15-25 km,2 rooms,7-10 mln RUB,New Builds
N000090,2023-09-16,NB0208,Green Park Residence,INGRAD,economy,Pervomayskoye,TAO,55.45777,37.06757,71.1,2,27,30,2025,under_construction,Strogino,Arbatsko-Pokrovskaya,531,47.87,6243000,87800,FZ214,True,15.5,2023,9,3,6.243,False,False,0.9,1,25+ km,2 rooms,<7 mln RUB,New Builds
N000091,2023-01-20,NB0125,Severny Residence,PIK,comfort,Moskvorechye-Saburovo,YuAO,55.63279,37.66024,86.4,4,31,35,2026,under_construction,Kantemirovskaya,Zamoskvoretskaya,8,13.69,21939000,253900,DDU,True,10.0,2023,1,1,21.939,False,False,0.8857142857142857,1,10-15 km,4 rooms,15-25 mln RUB,New Builds
N000092,2021-06-29,NB0197,Metropolia Residence,Etalon,business,Khovrino,SAO,55.88022,37.46544,43.4,1,4,17,2026,under_construction,Strogino,Arbatsko-Pokrovskaya,114,17.07,10535000,242800,DDU,True,11.0,2021,6,2,10.535,False,False,0.23529411764705882,1,15-25 km,1 room,10-15 mln RUB,New Builds
N000093,2022-02-08,NB0218,Alye Parusa Residence,PIK,business,Kuntsevo,ZAO,55.7379,37.43894,75.1,3,3,17,2026,under_construction,Kozhukhovskaya,Lyublinsko-Dmitrovskaya,192,11.52,26120000,347800,DDU,True,22.5,2022,2,1,26.12,False,False,0.17647058823529413,1,10-15 km,3 rooms,25-50 mln RUB,New Builds
N000094,2024-11-01,NB0183,Symbol Residence,Samolet,economy,Marfino,SVAO,55.84195,37.60441,57.0,2,8,25,2027,under_construction,VDNKh,Kaluzhsko-Rizhskaya,41,9.84,10820000,189800,trade-in,False,23.5,2024,11,4,10.82,False,False,0.32,0,5-10 km,2 rooms,10-15 mln RUB,New Builds
N000095,2021-08-26,NB0081,Odintsovo-1 Residence,Etalon,business,Meshchansky,CAO,55.79984,37.63057,62.0,2,16,22,2025,under_construction,Kitay-Gorod,Kaluzhsko-Rizhskaya,64,5.14,29469000,475300,DDU,True,11.0,2021,8,3,29.469,False,False,0.7272727272727273,1,5-10 km,2 rooms,25-50 mln RUB,New Builds
N000096,2023-05-17,NB0064,Polar Residence,LSR,premium,Mosrentgen,NAO,55.6173,37.47993,76.9,3,7,25,2025,under_construction,Borovitskaya,Serpukhovsko-Timiryazevskaya,204,17.57,24355000,316700,installment,True,10.0,2023,5,2,24.355,False,False,0.28,1,15-25 km,3 rooms,15-25 mln RUB,New Builds
N000097,2022-12-29,NB0176,Discovery Park Residence,Capital Group,comfort,Kuntsevo,ZAO,55.722,37.4515,50.2,2,6,25,2027,under_construction,Turgenevskaya,Kaluzhsko-Rizhskaya,157,11.18,13813000,275200,DDU,True,10.0,2022,12,4,13.813,False,False,0.24,1,10-15 km,2 rooms,10-15 mln RUB,New Builds
N000098,2025-03-01,NB0093,Prokshino Residence,GK Granel,comfort,Voronovskoye,TAO,55.30584,37.19416,61.5,2,4,22,2025,completed,Kakhovskaya,Bolshaya Koltsevaya,558,56.6,6019000,97900,trade-in,False,23.5,2025,3,1,6.019,False,False,0.18181818181818182,0,25+ km,2 rooms,<7 mln RUB,New Builds
N000099,2023-09-11,NB0139,Preobrazhenie Residence,DONSTROY,premium,Preobrazhenskoye,VAO,55.77714,37.74446,72.4,2,20,30,2027,under_construction,Borovitskaya,Serpukhovsko-Timiryazevskaya,114,8.16,37162000,513300,DDU,True,15.5,2023,9,3,37.162,False,False,0.6666666666666666,1,5-10 km,2 rooms,25-50 mln RUB,New Builds
N000100,2023-05-20,NB0083,Mitino O2 Residence,FSK,comfort,Novokosino,VAO,55.73672,37.85165,69.5,2,5,17,2027,under_construction,Novogireyevo,Kalininskaya,36,14.57,13445000,193500,trade-in,True,10.0,2023,5,2,13.445,False,False,0.29411764705882354,1,10-15 km,2 rooms,10-15 mln RUB,New Builds
N000101,2021-01-27,NB0028,Sheremetyevsky Residence,LSR,business,Strogino,SZAO,55.80037,37.43238,44.2,1,13,17,2026,under_construction,Shchukinskaya,Tagansko-Krasnopresnenskaya,26,12.87,16489000,373100,DDU,True,6.75,2021,1,1,16.489,False,False,0.7647058823529411,1,10-15 km,1 room,15-25 mln RUB,New Builds
N000102,2021-01-31,NB0233,Headliner Residence,GK A101,premium,Cheryomushki,YuZAO,55.66814,37.57402,34.0,0,4,30,2026,under_construction,Profsoyuznaya,Kaluzhsko-Rizhskaya,16,9.98,20244000,595400,FZ214,True,6.75,2021,1,1,20.244,False,False,0.13333333333333333,1,5-10 km,Studio,15-25 mln RUB,New Builds
N000104,2025-02-23,NB0055,Symbol Residence,FSK,economy,Dorogomilovo,ZAO,55.75278,37.58166,53.7,2,14,25,2025,completed,Dinamo,Zamoskvoretskaya,59,2.45,19237000,358200,FZ214,False,23.5,2025,2,1,19.237,False,False,0.56,0,0-5 km,2 rooms,15-25 mln RUB,New Builds
N000105,2022-06-14,NB0139,Preobrazhenie Residence,DONSTROY,premium,Preobrazhenskoye,VAO,55.77714,37.74446,76.9,3,30,30,2027,under_construction,Tretyakovskaya,Kalininskaya,105,8.16,29162000,379200,DDU,True,12.0,2022,6,2,29.162,False,True,1.0,1,5-10 km,3 rooms,25-50 mln RUB,New Builds
N000106,2025-04-02,NB0031,Prokshino Residence,LSR,comfort,Kuntsevo,ZAO,55.69545,37.45174,36.1,1,9,22,2025,completed,Prospekt Vernadskogo,Sokolnicheskaya,47,12.42,11038000,305800,trade-in,False,23.5,2025,4,2,11.038,False,False,0.4090909090909091,0,10-15 km,1 room,10-15 mln RUB,New Builds
N000107,2021-09-20,NB0129,Green Park Residence,FSK,economy,Severnoye Tushino,SZAO,55.85688,37.40915,52.0,2,13,17,2025,under_construction,Kakhovskaya,Bolshaya Koltsevaya,307,17.49,10286000,197800,FZ214,True,11.0,2021,9,3,10.286,False,False,0.7647058823529411,1,15-25 km,2 rooms,10-15 mln RUB,New Builds
N000108,2022-01-02,NB0048,Preobrazhenie Residence,INGRAD,comfort,Troparyovo-Nikulino,ZAO,55.66534,37.4561,47.1,1,14,25,2027,under_construction,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,225,14.26,14025000,297800,trade-in,True,22.5,2022,1,1,14.025,False,False,0.56,1,10-15 km,1 room,10-15 mln RUB,New Builds
N000109,2023-05-15,NB0043,Buninskie Luga Residence,Capital Group,comfort,Donskoy,YuAO,55.72202,37.57974,30.4,0,16,30,2027,under_construction,Kuznetsky Most,Tagansko-Krasnopresnenskaya,63,4.38,8492000,279300,DDU,True,10.0,2023,5,2,8.492,False,False,0.5333333333333333,1,0-5 km,Studio,7-10 mln RUB,New Builds
N000110,2024-06-10,NB0006,Preobrazhenie Residence,GK Granel,comfort,Klyonovskoye,TAO,55.26801,37.45304,71.1,2,18,25,2027,under_construction,Yugo-Zapadnaya,Sokolnicheskaya,533,55.05,6272000,88200,DDU,True,18.5,2024,6,2,6.272,False,False,0.72,1,25+ km,2 rooms,<7 mln RUB,New Builds
N000111,2024-04-07,NB0124,Scandinavia Residence,FSK,economy,Meshchansky,CAO,55.78988,37.62251,29.6,0,18,22,2026,under_construction,Novoslobodskaya,Koltsevaya,23,4.0,12619000,426300,trade-in,True,18.5,2024,4,2,12.619,False,False,0.8181818181818182,1,0-5 km,Studio,10-15 mln RUB,New Builds
N000112,2021-05-20,NB0185,Metropolia Residence,MR Group,economy,Lomonosovsky,YuZAO,55.69101,37.52172,61.5,2,3,25,2026,under_construction,Kutuzovskaya,Filyovskaya,66,9.35,16068000,261300,DDU,True,11.0,2021,5,2,16.068,False,False,0.12,1,5-10 km,2 rooms,15-25 mln RUB,New Builds
N000113,2021-07-12,NB0057,Odintsovo-1 Residence,Etalon,comfort,Mosrentgen,NAO,55.60585,37.50219,88.0,4,4,25,2026,under_construction,Tyoply Stan,Kaluzhsko-Rizhskaya,20,18.06,16314000,185400,DDU,True,11.0,2021,7,3,16.314,False,False,0.16,1,15-25 km,4 rooms,15-25 mln RUB,New Builds
N000114,2023-08-31,NB0119,Alye Parusa Residence,MR Group,comfort,Pervomayskoye,TAO,55.44192,37.09152,72.6,3,2,25,2027,under_construction,Polezhaevskaya,Tagansko-Krasnopresnenskaya,554,48.05,7016000,96600,trade-in,True,15.5,2023,8,3,7.016,False,False,0.08,1,25+ km,3 rooms,7-10 mln RUB,New Builds
N000115,2025-08-07,NB0073,ZILART Residence,INGRAD,comfort,Donskoy,YuAO,55.71233,37.63501,45.2,1,6,25,2025,completed,Sportivnaya,Sokolnicheskaya,59,4.71,12821000,283600,FZ214,False,19.5,2025,8,3,12.821,False,False,0.24,0,0-5 km,1 room,10-15 mln RUB,New Builds
N000116,2022-06-02,NB0223,Mitino O2 Residence,FSK,premium,Veshnyaki,VAO,55.74369,37.80583,42.8,1,1,25,2027,under_construction,Tekstilshchiki,Tagansko-Krasnopresnenskaya,74,11.64,14601000,341100,DDU,True,12.0,2022,6,2,14.601,True,False,0.04,1,10-15 km,1 room,10-15 mln RUB,New Builds
N000117,2026-01-30,NB0035,Green Park Residence,FSK,comfort,Golovinsky,SAO,55.83779,37.48871,37.8,1,17,30,2027,under_construction,Rechnoy Vokzal,Zamoskvoretskaya,20,12.46,8979000,237500,DDU,False,19.5,2026,1,1,8.979,False,False,0.5666666666666667,0,10-15 km,1 room,7-10 mln RUB,New Builds
N000118,2024-03-13,NB0158,Alye Parusa Residence,LSR,comfort,Yaroslavsky,SVAO,55.87862,37.67207,44.5,1,15,17,2027,under_construction,Sviblovo,Kaluzhsko-Rizhskaya,38,14.23,9000000,202200,DDU,True,18.5,2024,3,1,9.0,False,False,0.8823529411764706,1,10-15 km,1 room,7-10 mln RUB,New Builds
N000119,2025-09-22,NB0085,Preobrazhenie Residence,PIK,comfort,Marfino,SVAO,55.85279,37.61108,52.3,1,9,35,2026,under_construction,Ploshchad Ilyicha,Kalininskaya,152,11.01,13062000,249800,DDU,False,19.5,2025,9,3,13.062,False,False,0.2571428571428571,0,10-15 km,1 room,10-15 mln RUB,New Builds
N000120,2023-10-15,NB0213,Discovery Park Residence,FSK,premium,Orekhovo-Borisovo Severnoye,YuAO,55.60002,37.71597,71.1,2,29,30,2024,under_construction,Kantemirovskaya,Zamoskvoretskaya,67,18.12,29194000,410600,DDU,True,15.5,2023,10,4,29.194,False,False,0.9666666666666667,1,15-25 km,2 rooms,25-50 mln RUB,New Builds
N000121,2021-05-19,NB0142,Symbol Residence,Samolet,comfort,Marushkinskoye,NAO,55.60235,37.24029,31.7,0,11,22,2025,under_construction,Kutuzovskaya,Filyovskaya,290,29.21,3553000,112100,installment,True,11.0,2021,5,2,3.553,False,False,0.5,1,25+ km,Studio,<7 mln RUB,New Builds
N000122,2025-03-20,NB0218,Alye Parusa Residence,PIK,business,Kuntsevo,ZAO,55.7379,37.43894,52.8,2,15,17,2026,under_construction,Dinamo,Zamoskvoretskaya,119,11.52,21987000,416400,DDU,False,23.5,2025,3,1,21.987,False,False,0.8823529411764706,0,10-15 km,2 rooms,15-25 mln RUB,New Builds
N000123,2025-08-24,NB0223,Mitino O2 Residence,FSK,premium,Veshnyaki,VAO,55.74369,37.80583,70.2,2,23,25,2027,under_construction,Novogireyevo,Kalininskaya,14,11.64,34114000,486000,DDU,False,19.5,2025,8,3,34.114,False,False,0.92,0,10-15 km,2 rooms,25-50 mln RUB,New Builds
N000124,2021-04-01,NB0131,Preobrazhenie Residence,MR Group,economy,Severnoye Tushino,SZAO,55.85859,37.42916,61.8,2,13,30,2026,under_construction,Filyovsky Park,Filyovskaya,150,16.7,10245000,165800,installment,True,11.0,2021,4,2,10.245,False,False,0.43333333333333335,1,15-25 km,2 rooms,10-15 mln RUB,New Builds
N000125,2022-07-06,NB0051,Odintsovo-1 Residence,FSK,economy,Bogorodskoye,VAO,55.80712,37.69874,58.3,2,2,25,2026,under_construction,Ulitsa 1905 Goda,Tagansko-Krasnopresnenskaya,118,7.67,9111000,156300,FZ214,True,12.0,2022,7,3,9.111,False,False,0.08,1,5-10 km,2 rooms,7-10 mln RUB,New Builds
N000126,2024-02-29,NB0100,Triumph Palace Residence,GK Granel,business,Orekhovo-Borisovo Yuzhnoye,YuAO,55.61289,37.72751,71.0,2,27,30,2027,under_construction,Tekstilshchiki,Tagansko-Krasnopresnenskaya,129,17.05,20190000,284400,DDU,True,18.5,2024,2,1,20.19,False,False,0.9,1,15-25 km,2 rooms,15-25 mln RUB,New Builds
N000127,2025-01-06,NB0082,Scandinavia Residence,DONSTROY,comfort,Novofyodorovskoye,TAO,55.33911,36.93315,40.2,1,19,25,2026,under_construction,Ulitsa Podbelskogo,Sokolnicheskaya,877,63.23,3597000,89500,DDU,False,23.5,2025,1,1,3.597,False,False,0.76,0,25+ km,1 room,<7 mln RUB,New Builds
N000128,2021-12-27,NB0103,Mitino O2 Residence,GK A101,economy,Meshchansky,CAO,55.75909,37.65415,61.1,2,16,25,2028,under_construction,Teatralnaya,Zamoskvoretskaya,28,2.17,20564000,336600,DDU,True,11.0,2021,12,4,20.564,False,False,0.64,1,0-5 km,2 rooms,15-25 mln RUB,New Builds
N000129,2024-04-04,NB0073,ZILART Residence,INGRAD,comfort,Donskoy,YuAO,55.71233,37.63501,58.6,2,6,25,2025,under_construction,Belorusskaya,Koltsevaya,98,4.71,17749000,302900,installment,True,18.5,2024,4,2,17.749,False,False,0.24,1,0-5 km,2 rooms,15-25 mln RUB,New Builds
N000130,2024-06-06,NB0129,Green Park Residence,FSK,economy,Severnoye Tushino,SZAO,55.85688,37.40915,56.7,2,13,17,2025,under_construction,Rechnoy Vokzal,Zamoskvoretskaya,55,17.49,12749000,224900,DDU,True,18.5,2024,6,2,12.749,False,False,0.7647058823529411,1,15-25 km,2 rooms,10-15 mln RUB,New Builds
N000131,2025-05-21,NB0132,Symbol Residence,DONSTROY,comfort,Marushkinskoye,NAO,55.57454,37.25671,89.7,3,4,25,2026,under_construction,Okhotny Ryad,Sokolnicheskaya,365,30.32,10801000,120400,DDU,False,23.5,2025,5,2,10.801,False,False,0.16,0,25+ km,3 rooms,10-15 mln RUB,New Builds
N000132,2021-12-11,NB0229,Severny Residence,Etalon,economy,Novogireyevo,VAO,55.74465,37.8309,61.7,1,18,22,2024,under_construction,Sviblovo,Kaluzhsko-Rizhskaya,197,13.19,10218000,165600,DDU,True,11.0,2021,12,4,10.218,False,False,0.8181818181818182,1,10-15 km,1 room,10-15 mln RUB,New Builds
N000133,2022-08-10,NB0162,Metropolia Residence,FSK,economy,Pervomayskoye,TAO,55.45111,37.03659,63.7,2,19,25,2025,under_construction,Okhotny Ryad,Sokolnicheskaya,598,49.8,4997000,78400,DDU,True,12.0,2022,8,3,4.997,False,False,0.76,1,25+ km,2 rooms,<7 mln RUB,New Builds
N000134,2022-08-06,NB0014,Odintsovo-1 Residence,GK A101,comfort,Vnukovo,ZAO,55.64703,37.26882,62.1,2,7,25,2025,under_construction,Lubyanka,Sokolnicheskaya,310,25.05,12722000,204900,FZ214,True,12.0,2022,8,3,12.722,False,False,0.28,1,25+ km,2 rooms,10-15 mln RUB,New Builds
N000135,2025-05-31,NB0069,Losiny Ostrov Residence,GK Granel,comfort,Zyuzino,YuZAO,55.65107,37.57902,57.9,2,17,30,2026,under_construction,Smolenskaya (AP),Arbatsko-Pokrovskaya,129,11.73,16154000,279000,DDU,False,23.5,2025,5,2,16.154,False,False,0.5666666666666667,0,10-15 km,2 rooms,15-25 mln RUB,New Builds
N000136,2025-09-20,NB0233,Headliner Residence,GK A101,premium,Cheryomushki,YuZAO,55.66814,37.57402,56.7,2,18,30,2026,under_construction,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,95,9.98,33232000,586100,installment,False,19.5,2025,9,3,33.232,False,False,0.6,0,5-10 km,2 rooms,25-50 mln RUB,New Builds
N000137,2021-05-15,NB0066,ZILART Residence,FSK,comfort,Savyolovsky,SAO,55.78104,37.56738,45.0,1,11,25,2027,under_construction,Ploshchad Revolyutsii,Arbatsko-Pokrovskaya,51,4.5,9982000,221800,DDU,True,11.0,2021,5,2,9.982,False,False,0.44,1,0-5 km,1 room,7-10 mln RUB,New Builds
N000138,2025-05-08,NB0060,Mitino O2 Residence,MR Group,economy,Severnoye Izmaylovo,VAO,55.82483,37.8138,85.1,3,5,17,2026,under_construction,Sapyornoye Pole,Bolshaya Koltsevaya,207,14.42,15803000,185700,DDU,False,23.5,2025,5,2,15.803,False,False,0.29411764705882354,0,10-15 km,3 rooms,15-25 mln RUB,New Builds
N000139,2021-05-21,NB0108,Preobrazhenie Residence,DONSTROY,economy,Moskvorechye-Saburovo,YuAO,55.65559,37.65945,39.1,1,11,22,2028,under_construction,Ugreshskaya,MCC,67,11.2,5973000,152800,DDU,True,11.0,2021,5,2,5.973,False,False,0.5,1,10-15 km,1 room,<7 mln RUB,New Builds
N000140,2024-06-07,NB0060,Mitino O2 Residence,MR Group,economy,Severnoye Izmaylovo,VAO,55.82483,37.8138,49.3,1,17,17,2026,under_construction,Pervomayskaya,Arbatsko-Pokrovskaya,46,14.42,9901000,200800,DDU,True,18.5,2024,6,2,9.901,False,True,1.0,1,10-15 km,1 room,7-10 mln RUB,New Builds
N000141,2024-12-31,NB0226,Buninskie Luga Residence,Etalon,comfort,Kievsky,TAO,55.40414,36.74735,40.3,0,7,25,2027,under_construction,Smolenskaya (AP),Arbatsko-Pokrovskaya,781,67.28,3078000,76400,FZ214,False,23.5,2024,12,4,3.078,False,False,0.28,0,25+ km,Studio,<7 mln RUB,New Builds
N000142,2025-10-09,NB0033,Scandinavia Residence,Samolet,economy,Kurkino,SZAO,55.87677,37.38427,46.7,1,16,17,2026,under_construction,Oktyabrskaya,Koltsevaya,258,20.13,11560000,247500,DDU,False,19.5,2025,10,4,11.56,False,False,0.9411764705882353,0,15-25 km,1 room,10-15 mln RUB,New Builds
N000143,2025-09-22,NB0033,Scandinavia Residence,Samolet,economy,Kurkino,SZAO,55.87677,37.38427,48.7,1,11,17,2026,under_construction,Novoslobodskaya,Koltsevaya,209,20.13,12168000,249800,installment,False,19.5,2025,9,3,12.168,False,False,0.6470588235294118,0,15-25 km,1 room,10-15 mln RUB,New Builds
N000144,2024-12-07,NB0189,Polar Residence,LSR,premium,Pokrovskoye-Streshnevo,SZAO,55.83394,37.48189,67.6,3,16,30,2027,under_construction,Polezhaevskaya,Tagansko-Krasnopresnenskaya,80,12.43,39238000,580400,DDU,False,23.5,2024,12,4,39.238,False,False,0.5333333333333333,0,10-15 km,3 rooms,25-50 mln RUB,New Builds
N000145,2024-11-15,NB0047,Scandinavia Residence,INGRAD,comfort,Severnoye Medvedkovo,SVAO,55.87809,37.63506,66.7,2,2,25,2026,under_construction,Dinamo,Zamoskvoretskaya,133,13.84,13540000,203000,installment,False,23.5,2024,11,4,13.54,False,False,0.08,0,10-15 km,2 rooms,10-15 mln RUB,New Builds
N000146,2024-07-31,NB0043,Buninskie Luga Residence,Capital Group,comfort,Donskoy,YuAO,55.72202,37.57974,63.7,2,12,30,2027,under_construction,Nagatinskaya,Serpukhovsko-Timiryazevskaya,79,4.38,17799000,279400,DDU,False,18.5,2024,7,3,17.799,False,False,0.4,0,0-5 km,2 rooms,15-25 mln RUB,New Builds
N000147,2022-08-20,NB0111,Sheremetyevsky Residence,GK Granel,comfort,Yuzhnoye Butovo,YuZAO,55.54025,37.53097,75.8,3,9,22,2025,under_construction,Prospekt Vernadskogo,Sokolnicheskaya,183,24.42,15152000,199900,DDU,True,12.0,2022,8,3,15.152,False,False,0.4090909090909091,1,15-25 km,3 rooms,15-25 mln RUB,New Builds
N000148,2024-06-25,NB0071,Symbol Residence,MR Group,economy,Sokolniki,VAO,55.79367,37.67811,69.7,2,13,30,2027,under_construction,Sokolniki,Sokolnicheskaya,9,5.69,19965000,286400,DDU,True,18.5,2024,6,2,19.965,False,False,0.43333333333333335,1,5-10 km,2 rooms,15-25 mln RUB,New Builds
N000149,2022-03-27,NB0071,Symbol Residence,MR Group,economy,Sokolniki,VAO,55.79367,37.67811,39.6,1,25,30,2027,under_construction,Sokolniki,Sokolnicheskaya,8,5.69,10608000,267900,FZ214,True,22.5,2022,3,1,10.608,False,False,0.8333333333333334,1,5-10 km,1 room,10-15 mln RUB,New Builds
N000150,2024-04-04,NB0061,Scandinavia Residence,FSK,business,Akademichesky,YuZAO,55.69687,37.59154,34.4,0,10,22,2026,under_construction,Novoslobodskaya,Koltsevaya,112,6.6,16151000,469500,installment,True,18.5,2024,4,2,16.151,False,False,0.45454545454545453,1,5-10 km,Studio,15-25 mln RUB,New Builds
N000151,2022-04-28,NB0014,Odintsovo-1 Residence,GK A101,comfort,Vnukovo,ZAO,55.64703,37.26882,38.4,1,2,25,2025,under_construction,Novye Cheryomushki,Kaluzhsko-Rizhskaya,218,25.05,7930000,206500,DDU,True,12.0,2022,4,2,7.93,False,False,0.08,1,25+ km,1 room,7-10 mln RUB,New Builds
N000152,2024-05-01,NB0240,Green Park Residence,GK Granel,economy,Rostokino,SVAO,55.82905,37.6326,36.1,1,21,30,2026,under_construction,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,51,8.39,6910000,191400,DDU,True,18.5,2024,5,2,6.91,False,False,0.7,1,5-10 km,1 room,<7 mln RUB,New Builds
N000153,2023-08-29,NB0212,Alye Parusa Residence,LSR,business,Molzhaninovsky,SAO,55.96062,37.41982,52.5,1,2,25,2024,under_construction,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,434,26.19,13643000,259900,trade-in,True,15.5,2023,8,3,13.643,False,False,0.08,1,25+ km,1 room,10-15 mln RUB,New Builds
N000154,2023-05-19,NB0046,Sheremetyevsky Residence,PIK,economy,Ryazanovskoye,NAO,55.46018,37.48158,26.2,0,13,22,2026,under_construction,Kropotkinskaya,Sokolnicheskaya,398,33.81,3112000,118800,DDU,True,10.0,2023,5,2,3.112,False,False,0.5909090909090909,1,25+ km,Studio,<7 mln RUB,New Builds
N000155,2025-06-13,NB0040,Prokshino Residence,MR Group,business,Sviblovo,SVAO,55.86057,37.64301,60.1,2,8,22,2025,completed,Dostoevskaya,Lyublinsko-Dmitrovskaya,115,11.94,18820000,313100,FZ214,False,23.5,2025,6,2,18.82,False,False,0.36363636363636365,0,10-15 km,2 rooms,15-25 mln RUB,New Builds
N000156,2024-01-05,NB0095,Prokshino Residence,Capital Group,comfort,Dorogomilovo,ZAO,55.74352,37.55715,49.7,1,10,25,2025,under_construction,Taganskaya,Koltsevaya,79,4.15,22056000,443800,DDU,True,18.5,2024,1,1,22.056,False,False,0.4,1,0-5 km,1 room,15-25 mln RUB,New Builds
N000157,2023-11-10,NB0068,Mitino O2 Residence,MR Group,economy,Perovo,VAO,55.74513,37.79699,61.9,2,22,22,2026,under_construction,Preobrazhenskaya Ploshchad,Sokolnicheskaya,91,11.07,10413000,168200,DDU,True,15.5,2023,11,4,10.413,False,True,1.0,1,10-15 km,2 rooms,10-15 mln RUB,New Builds
N000158,2021-05-07,NB0211,Scandinavia Residence,LSR,comfort,Shchapovskoye,TAO,55.36954,37.52509,84.6,3,7,30,2027,under_construction,Nagatinskaya,Serpukhovsko-Timiryazevskaya,427,43.16,6181000,73100,trade-in,True,11.0,2021,5,2,6.181,False,False,0.23333333333333334,1,25+ km,3 rooms,<7 mln RUB,New Builds
N000159,2021-01-26,NB0087,Level Residence,LSR,comfort,Ostankinsky,SVAO,55.80588,37.60901,71.5,2,8,30,2027,under_construction,Tsvetnoy Bulvar,Serpukhovsko-Timiryazevskaya,53,5.83,13863000,193900,installment,True,6.75,2021,1,1,13.863,False,False,0.26666666666666666,1,5-10 km,2 rooms,10-15 mln RUB,New Builds
